refund_id,order_id,refund_date,order_date,title_id,platform_code,player_id,refund_reason,refund_usd,platform_fee_credit_usd,net_refund_usd
RFD-004353,ORD-0058139,2026-04-25,2026-02-13,T-05,STEAM,P-027815,platform_policy,40.0489,10.0122,30.0367
RFD-004354,ORD-0058141,2026-04-02,2026-02-13,T-04,STEAM,P-033195,player_request,4.6712,1.1678,3.5034
RFD-004355,ORD-0058164,2026-03-25,2026-02-13,T-05,EPIC,P-015518,price_adjustment,13.2144,1.5857,11.6287
RFD-004356,ORD-0058170,2026-02-15,2026-02-13,T-05,XBOX,P-041687,player_request,40.1546,12.0464,28.1083
RFD-004357,ORD-0058171,2026-03-02,2026-02-13,T-02,PSN,P-001463,partial_goodwill,6.1356,1.8407,4.2949
RFD-004358,ORD-0058177,2026-03-25,2026-02-13,T-01,XBOX,P-011847,partial_goodwill,5.0809,1.5243,3.5566
RFD-004359,ORD-0058190,2026-02-16,2026-02-13,T-05,STEAM,P-026788,price_adjustment,10.0097,2.5024,7.5073
RFD-004360,ORD-0058194,2026-02-18,2026-02-13,T-01,STEAM,P-015192,player_request,4.5168,1.1292,3.3876
RFD-004361,ORD-0058199,2026-02-18,2026-02-13,T-01,EPIC,P-034764,accidental_purchase,144.4122,17.3295,127.0827
RFD-004362,ORD-0058207,2026-03-25,2026-02-13,T-05,STEAM,P-035595,price_adjustment,20.0638,5.016,15.0479
RFD-004363,ORD-0058209,2026-04-02,2026-02-13,T-01,EPIC,P-039958,platform_policy,14.2652,1.7118,12.5533
RFD-004364,ORD-0058244,2026-03-14,2026-02-13,T-05,STEAM,P-008942,price_adjustment,5.0034,1.2508,3.7525
RFD-004365,ORD-0058254,2026-02-17,2026-02-14,T-01,STEAM,P-001261,price_adjustment,16.7944,4.1986,12.5958
RFD-004366,ORD-0058267,2026-03-19,2026-02-14,T-05,XBOX,P-029275,accidental_purchase,45.0487,13.5146,31.5341
RFD-004367,ORD-0058288,2026-02-22,2026-02-14,T-04,EPIC,P-015798,partial_goodwill,32.7384,3.9286,28.8098
RFD-004368,ORD-0058326,2026-03-03,2026-02-14,T-05,STEAM,P-015600,partial_goodwill,5.0088,1.2522,3.7566
RFD-004369,ORD-0058341,2026-02-28,2026-02-14,T-05,PSN,P-012940,player_request,10.0097,3.0029,7.0068
RFD-004370,ORD-0058352,2026-02-16,2026-02-14,T-01,PSN,P-039314,player_request,17.8187,5.3456,12.4731
RFD-004371,ORD-0058368,2026-02-17,2026-02-14,T-05,STEAM,P-001874,price_adjustment,40.1176,10.0294,30.0882
RFD-004372,ORD-0058427,2026-03-26,2026-02-14,T-05,PSN,P-033956,price_adjustment,9.9965,2.9989,6.9975
RFD-004373,ORD-0058441,2026-03-26,2026-02-14,T-04,STEAM,P-014355,partial_goodwill,7.7781,1.9445,5.8336
RFD-004374,ORD-0058462,2026-03-03,2026-02-14,T-03,XBOX,P-030457,price_adjustment,4.84,1.452,3.388
RFD-004375,ORD-0058463,2026-03-07,2026-02-14,T-02,XBOX,P-026272,player_request,8.6811,2.6043,6.0768
RFD-004376,ORD-0058479,2026-04-03,2026-02-14,T-05,EPIC,P-020810,accidental_purchase,40.1546,4.8186,35.3361
RFD-004377,ORD-0058487,2026-04-03,2026-02-14,T-03,PSN,P-038650,accidental_purchase,14.0693,4.2208,9.8485
RFD-004378,ORD-0058490,2026-03-26,2026-02-14,T-03,STEAM,P-044197,price_adjustment,4.84,1.21,3.63
RFD-004379,ORD-0058524,2026-03-04,2026-02-15,T-05,EPIC,P-016881,partial_goodwill,3.509,0.4211,3.0879
RFD-004380,ORD-0058526,2026-02-18,2026-02-15,T-02,XBOX,P-004518,price_adjustment,4.9491,1.4847,3.4643
RFD-004381,ORD-0058529,2026-02-20,2026-02-15,T-04,PSN,P-037733,player_request,9.5218,2.8566,6.6653
RFD-004382,ORD-0058537,2026-03-27,2026-02-15,T-05,PSN,P-027667,partial_goodwill,27.0373,8.1112,18.9261
RFD-004383,ORD-0058551,2026-03-27,2026-02-15,T-03,NSW,P-042335,partial_goodwill,1.3184,0.3955,0.9229
RFD-004384,ORD-0058565,2026-02-23,2026-02-15,T-05,PSN,P-039460,price_adjustment,6.6021,1.9806,4.6215
RFD-004385,ORD-0058580,2026-03-16,2026-02-15,T-05,XBOX,P-002516,partial_goodwill,3.7524,1.1257,2.6267
RFD-004386,ORD-0058615,2026-02-18,2026-02-15,T-04,PSN,P-024269,price_adjustment,17.3019,5.1906,12.1113
RFD-004387,ORD-0058641,2026-03-27,2026-02-15,T-05,NSW,P-004100,partial_goodwill,10.0097,3.0029,7.0068
RFD-004388,ORD-0058649,2026-03-16,2026-02-15,T-04,EPIC,P-034130,partial_goodwill,7.5757,0.9091,6.6666
RFD-004389,ORD-0058651,2026-03-27,2026-02-15,T-01,STEAM,P-027505,price_adjustment,29.8619,7.4655,22.3964
RFD-004390,ORD-0058654,2026-03-16,2026-02-15,T-02,PSN,P-019417,partial_goodwill,6.0302,1.8091,4.2212
RFD-004391,ORD-0058655,2026-02-23,2026-02-15,T-01,XBOX,P-020737,price_adjustment,1.6734,0.502,1.1713
RFD-004392,ORD-0058659,2026-03-27,2026-02-15,T-01,EPIC,P-024093,partial_goodwill,3.3568,0.4028,2.954
RFD-004393,ORD-0058665,2026-02-17,2026-02-15,T-01,PSN,P-022478,accidental_purchase,47.6177,14.2853,33.3324
RFD-004394,ORD-0058681,2026-02-23,2026-02-15,T-01,EPIC,P-031284,partial_goodwill,3.141,0.3769,2.764
RFD-004395,ORD-0058709,2026-02-21,2026-02-16,T-02,STEAM,P-022271,player_request,8.4235,2.1059,6.3176
RFD-004396,ORD-0058716,2026-03-02,2026-02-16,T-05,STEAM,P-041369,player_request,4.9958,1.249,3.7469
RFD-004397,ORD-0058729,2026-03-28,2026-02-16,T-03,STEAM,P-005016,partial_goodwill,1.1737,0.2934,0.8803
RFD-004398,ORD-0058744,2026-03-05,2026-02-16,T-01,XBOX,P-022064,partial_goodwill,5.9054,1.7716,4.1338
RFD-004399,ORD-0058765,2026-02-24,2026-02-16,T-05,STEAM,P-037791,price_adjustment,16.5861,4.1465,12.4396
RFD-004400,ORD-0058775,2026-03-05,2026-02-16,T-01,XBOX,P-003491,partial_goodwill,1.2727,0.3818,0.8909
RFD-004401,ORD-0058791,2026-02-25,2026-02-16,T-01,XBOX,P-028659,platform_policy,56.2034,16.861,39.3424
RFD-004402,ORD-0058792,2026-03-02,2026-02-16,T-05,PSN,P-020429,player_request,80.1953,24.0586,56.1367
RFD-004403,ORD-0058798,2026-03-05,2026-02-16,T-05,PSN,P-022856,partial_goodwill,3.5229,1.0569,2.466
RFD-004404,ORD-0058804,2026-03-17,2026-02-16,T-01,XBOX,P-022075,price_adjustment,15.3134,4.594,10.7194
RFD-004405,ORD-0058812,2026-04-28,2026-02-16,T-04,PSN,P-004179,player_request,10.141,3.0423,7.0987
RFD-004406,ORD-0058829,2026-03-17,2026-02-16,T-03,XBOX,P-037287,partial_goodwill,4.9992,1.4998,3.4995
RFD-004407,ORD-0058884,2026-03-22,2026-02-17,T-01,NSW,P-035096,accidental_purchase,28.0105,8.4031,19.6073
RFD-004408,ORD-0058887,2026-03-06,2026-02-17,T-01,XBOX,P-014236,price_adjustment,8.3283,2.4985,5.8298
RFD-004409,ORD-0058905,2026-03-18,2026-02-17,T-05,PSN,P-026020,partial_goodwill,3.3085,0.9925,2.3159
RFD-004410,ORD-0058906,2026-03-29,2026-02-17,T-04,XBOX,P-030553,partial_goodwill,1.1891,0.3567,0.8324
RFD-004411,ORD-0058911,2026-03-06,2026-02-17,T-01,XBOX,P-021697,price_adjustment,3.3592,1.0078,2.3515
RFD-004412,ORD-0058923,2026-03-18,2026-02-17,T-05,PSN,P-038091,partial_goodwill,10.0168,3.005,7.0118
RFD-004413,ORD-0058952,2026-02-26,2026-02-17,T-02,PSN,P-018706,player_request,24.4257,7.3277,17.098
RFD-004414,ORD-0058962,2026-03-29,2026-02-17,T-02,PSN,P-038000,price_adjustment,2.4763,0.7429,1.7334
RFD-004415,ORD-0058969,2026-03-23,2026-02-18,T-01,STEAM,P-030932,accidental_purchase,106.5794,26.6449,79.9346
RFD-004416,ORD-0058970,2026-02-26,2026-02-18,T-01,STEAM,P-020434,partial_goodwill,1.5737,0.3934,1.1803
RFD-004417,ORD-0058979,2026-04-30,2026-02-18,T-01,STEAM,P-030314,accidental_purchase,50.7564,12.6891,38.0673
RFD-004418,ORD-0058984,2026-03-19,2026-02-18,T-05,STEAM,P-025607,price_adjustment,5.0136,1.2534,3.7602
RFD-004419,ORD-0058994,2026-02-26,2026-02-18,T-02,STEAM,P-033785,price_adjustment,7.8674,1.9669,5.9006
RFD-004420,ORD-0058996,2026-03-07,2026-02-18,T-04,EPIC,P-038951,price_adjustment,5.0362,0.6043,4.4319
RFD-004421,ORD-0058998,2026-03-30,2026-02-18,T-05,STEAM,P-031675,price_adjustment,2.5017,0.6254,1.8763
RFD-004422,ORD-0059002,2026-03-07,2026-02-18,T-01,XBOX,P-013748,price_adjustment,25.3732,7.6119,17.7612
RFD-004423,ORD-0059003,2026-03-19,2026-02-18,T-02,EPIC,P-039384,partial_goodwill,1.19,0.1428,1.0472
RFD-004424,ORD-0059018,2026-04-07,2026-02-18,T-01,PSN,P-005783,platform_policy,47.7145,14.3143,33.4001
RFD-004425,ORD-0059041,2026-03-04,2026-02-18,T-05,PSN,P-042544,player_request,40.066,12.0198,28.0462
RFD-004426,ORD-0059054,2026-03-04,2026-02-18,T-05,NSW,P-006974,accidental_purchase,39.9357,11.9807,27.955
RFD-004427,ORD-0059059,2026-03-07,2026-02-18,T-04,EPIC,P-000404,partial_goodwill,28.1243,3.3749,24.7494
RFD-004428,ORD-0059068,2026-02-23,2026-02-18,T-05,STEAM,P-003686,player_request,39.981,9.9952,29.9857
RFD-004429,ORD-0059069,2026-02-26,2026-02-18,T-02,XBOX,P-038159,partial_goodwill,24.1498,7.2449,16.9049
RFD-004430,ORD-0059076,2026-03-23,2026-02-18,T-04,STEAM,P-021566,player_request,21.1966,5.2991,15.8974
RFD-004431,ORD-0059098,2026-03-24,2026-02-19,T-05,STEAM,P-027389,platform_policy,40.0426,10.0107,30.032
RFD-004432,ORD-0059104,2026-04-08,2026-02-19,T-05,STEAM,P-006292,accidental_purchase,54.3209,13.5802,40.7407
RFD-004433,ORD-0059162,2026-03-08,2026-02-19,T-01,PSN,P-005716,price_adjustment,11.9345,3.5803,8.3541
RFD-004434,ORD-0059169,2026-03-31,2026-02-19,T-02,STEAM,P-028442,price_adjustment,1.2371,0.3093,0.9278
RFD-004435,ORD-0059183,2026-03-20,2026-02-19,T-05,STEAM,P-014240,price_adjustment,3.5084,0.8771,2.6313
RFD-004436,ORD-0059204,2026-02-22,2026-02-19,T-01,XBOX,P-036593,partial_goodwill,28.6548,8.5964,20.0584
RFD-004437,ORD-0059209,2026-03-20,2026-02-19,T-01,PSN,P-002671,partial_goodwill,12.7256,3.8177,8.9079
RFD-004438,ORD-0059216,2026-03-08,2026-02-19,T-01,PSN,P-000028,price_adjustment,16.7917,5.0375,11.7542
RFD-004439,ORD-0059253,2026-03-20,2026-02-19,T-01,NSW,P-028281,price_adjustment,34.6725,10.4018,24.2708
RFD-004440,ORD-0059262,2026-02-27,2026-02-19,T-03,XBOX,P-022106,partial_goodwill,7.534,2.2602,5.2738
RFD-004441,ORD-0059275,2026-03-12,2026-02-19,T-03,XBOX,P-010945,player_request,20.361,6.1083,14.2527
RFD-004442,ORD-0059294,2026-03-31,2026-02-19,T-05,STEAM,P-001816,partial_goodwill,1.257,0.3143,0.9428
RFD-004443,ORD-0059304,2026-02-23,2026-02-20,T-01,PSN,P-017284,price_adjustment,16.0562,4.8169,11.2393
RFD-004444,ORD-0059319,2026-03-01,2026-02-20,T-01,PSN,P-033412,player_request,26.1667,7.85,18.3167
RFD-004445,ORD-0059345,2026-03-09,2026-02-20,T-05,PSN,P-010636,partial_goodwill,3.4994,1.0498,2.4496
RFD-004446,ORD-0059356,2026-04-09,2026-02-20,T-05,STEAM,P-033598,player_request,39.9392,9.9848,29.9544
RFD-004447,ORD-0059357,2026-03-09,2026-02-20,T-05,PSN,P-043516,price_adjustment,4.6617,1.3985,3.2632
RFD-004448,ORD-0059358,2026-02-28,2026-02-20,T-05,EPIC,P-014856,partial_goodwill,1.6501,0.198,1.4521
RFD-004449,ORD-0059361,2026-03-06,2026-02-20,T-05,EPIC,P-006958,platform_policy,50.1102,6.0132,44.0969
RFD-004450,ORD-0059363,2026-05-02,2026-02-20,T-02,STEAM,P-044335,player_request,54.3918,13.598,40.7939
RFD-004451,ORD-0059391,2026-04-09,2026-02-20,T-01,XBOX,P-005278,player_request,45.6488,13.6947,31.9542
RFD-004452,ORD-0059404,2026-02-25,2026-02-20,T-04,PSN,P-032479,platform_policy,40.8798,12.2639,28.6159
RFD-004453,ORD-0059410,2026-03-09,2026-02-20,T-04,XBOX,P-015883,partial_goodwill,13.7173,4.1152,9.6021
RFD-004454,ORD-0059414,2026-02-28,2026-02-20,T-01,XBOX,P-009954,price_adjustment,9.2035,2.7611,6.4425
RFD-004455,ORD-0059432,2026-03-25,2026-02-20,T-04,STEAM,P-009690,platform_policy,4.668,1.167,3.501
RFD-004456,ORD-0059434,2026-02-25,2026-02-20,T-01,PSN,P-026138,accidental_purchase,71.0492,21.3147,49.7344
RFD-004457,ORD-0059435,2026-03-21,2026-02-20,T-05,STEAM,P-021493,partial_goodwill,9.9823,2.4956,7.4867
RFD-004458,ORD-0059448,2026-02-28,2026-02-20,T-01,XBOX,P-003929,price_adjustment,7.6055,2.2817,5.3239
RFD-004459,ORD-0059450,2026-04-09,2026-02-20,T-03,XBOX,P-001733,accidental_purchase,23.6534,7.096,16.5574
RFD-004460,ORD-0059452,2026-04-01,2026-02-20,T-01,PSN,P-032704,partial_goodwill,1.5694,0.4708,1.0986
RFD-004461,ORD-0059456,2026-05-02,2026-02-20,T-01,XBOX,P-005356,player_request,86.3007,25.8902,60.4105
RFD-004462,ORD-0059459,2026-02-28,2026-02-20,T-05,STEAM,P-020315,partial_goodwill,13.1782,3.2946,9.8837
RFD-004463,ORD-0059500,2026-03-26,2026-02-21,T-01,EPIC,P-009834,accidental_purchase,50.761,6.0913,44.6696
RFD-004464,ORD-0059512,2026-02-24,2026-02-21,T-05,STEAM,P-029527,partial_goodwill,22.545,5.6363,16.9088
RFD-004465,ORD-0059522,2026-02-26,2026-02-21,T-04,STEAM,P-043034,platform_policy,30.2806,7.5701,22.7104
RFD-004466,ORD-0059527,2026-03-10,2026-02-21,T-02,PSN,P-022372,partial_goodwill,4.9355,1.4807,3.4549
RFD-004467,ORD-0059539,2026-02-24,2026-02-21,T-01,STEAM,P-029099,price_adjustment,12.4136,3.1034,9.3102
RFD-004468,ORD-0059555,2026-03-22,2026-02-21,T-05,STEAM,P-041142,partial_goodwill,14.8528,3.7132,11.1396
RFD-004469,ORD-0059590,2026-02-24,2026-02-21,T-05,STEAM,P-002665,partial_goodwill,19.9747,4.9937,14.981
RFD-004470,ORD-0059592,2026-02-24,2026-02-21,T-05,STEAM,P-021732,partial_goodwill,3.2971,0.8243,2.4728
RFD-004471,ORD-0059605,2026-03-01,2026-02-21,T-04,EPIC,P-013826,price_adjustment,7.5752,0.909,6.6662
RFD-004472,ORD-0059608,2026-02-23,2026-02-21,T-01,PSN,P-021497,platform_policy,50.761,15.2283,35.5327
RFD-004473,ORD-0059620,2026-02-26,2026-02-21,T-05,XBOX,P-030811,platform_policy,9.9722,2.9917,6.9805
RFD-004474,ORD-0059659,2026-02-23,2026-02-21,T-05,PSN,P-011962,platform_policy,54.1242,16.2373,37.8869
RFD-004475,ORD-0059665,2026-03-14,2026-02-21,T-03,STEAM,P-028776,platform_policy,20.3084,5.0771,15.2313
RFD-004476,ORD-0059687,2026-03-22,2026-02-21,T-03,PSN,P-032486,partial_goodwill,1.2575,0.3773,0.8803
RFD-004477,ORD-0059689,2026-03-22,2026-02-21,T-05,STEAM,P-002834,price_adjustment,10.0038,2.5009,7.5028
RFD-004478,ORD-0059710,2026-03-10,2026-02-21,T-03,STEAM,P-039279,partial_goodwill,4.684,1.171,3.513
RFD-004479,ORD-0059741,2026-03-26,2026-02-21,T-04,PSN,P-024118,player_request,40.8798,12.2639,28.6159
RFD-004480,ORD-0059749,2026-04-10,2026-02-21,T-05,EPIC,P-019303,player_request,50.4221,6.0507,44.3714
RFD-004481,ORD-0059750,2026-03-22,2026-02-21,T-04,XBOX,P-025545,partial_goodwill,3.2925,0.9877,2.3047
RFD-004482,ORD-0059767,2026-04-02,2026-02-21,T-03,PSN,P-004573,price_adjustment,7.183,2.1549,5.0281
RFD-004483,ORD-0059782,2026-03-01,2026-02-21,T-04,XBOX,P-040747,price_adjustment,5.2996,1.5899,3.7097
RFD-004484,ORD-0059783,2026-03-01,2026-02-21,T-01,PSN,P-009325,price_adjustment,11.4184,3.4255,7.9929
RFD-004485,ORD-0059784,2026-03-26,2026-02-21,T-03,STEAM,P-043346,platform_policy,9.4504,2.3626,7.0878
RFD-004486,ORD-0059790,2026-04-02,2026-02-21,T-01,STEAM,P-019606,partial_goodwill,1.1871,0.2968,0.8903
RFD-004487,ORD-0059817,2026-02-27,2026-02-22,T-02,STEAM,P-035952,accidental_purchase,17.9722,4.4931,13.4792
RFD-004488,ORD-0059832,2026-03-02,2026-02-22,T-01,STEAM,P-035919,partial_goodwill,5.866,1.4665,4.3995
RFD-004489,ORD-0059841,2026-03-27,2026-02-22,T-05,STEAM,P-017094,platform_policy,63.8987,15.9747,47.9241
RFD-004490,ORD-0059844,2026-04-03,2026-02-22,T-01,STEAM,P-013519,partial_goodwill,5.067,1.2667,3.8002
RFD-004491,ORD-0059857,2026-03-23,2026-02-22,T-05,EPIC,P-014420,partial_goodwill,27.0485,3.2458,23.8027
RFD-004492,ORD-0059866,2026-03-02,2026-02-22,T-05,NSW,P-024131,partial_goodwill,20.0501,6.015,14.0351
RFD-004493,ORD-0059876,2026-03-11,2026-02-22,T-04,XBOX,P-038543,price_adjustment,1.507,0.4521,1.0549
RFD-004494,ORD-0059884,2026-03-23,2026-02-22,T-05,PSN,P-016325,partial_goodwill,20.0077,6.0023,14.0054
RFD-004495,ORD-0059895,2026-03-15,2026-02-22,T-05,EPIC,P-003490,platform_policy,53.9266,6.4712,47.4554
RFD-004496,ORD-0059898,2026-03-11,2026-02-22,T-05,STEAM,P-042397,partial_goodwill,4.9861,1.2465,3.7396
RFD-004497,ORD-0059910,2026-03-23,2026-02-22,T-05,XBOX,P-018061,price_adjustment,3.3098,0.9929,2.3169
RFD-004498,ORD-0059912,2026-04-11,2026-02-22,T-05,XBOX,P-005530,player_request,54.0971,16.2291,37.8679
RFD-004499,ORD-0059930,2026-03-23,2026-02-22,T-02,STEAM,P-022921,price_adjustment,1.2072,0.3018,0.9054
RFD-004500,ORD-0059933,2026-03-23,2026-02-22,T-02,STEAM,P-030989,price_adjustment,8.1618,2.0405,6.1214
RFD-004501,ORD-0059938,2026-02-27,2026-02-22,T-04,PSN,P-016590,platform_policy,60.5612,18.1684,42.3928
RFD-004502,ORD-0059945,2026-04-03,2026-02-22,T-01,XBOX,P-016339,price_adjustment,16.7484,5.0245,11.7239
RFD-004503,ORD-0059967,2026-04-03,2026-02-22,T-01,PSN,P-021134,price_adjustment,4.4399,1.332,3.108
RFD-004504,ORD-0059974,2026-03-03,2026-02-22,T-05,NSW,P-029201,accidental_purchase,63.9088,19.1727,44.7362
RFD-004505,ORD-0059980,2026-02-24,2026-02-22,T-05,PSN,P-024815,player_request,5.0341,1.5102,3.5239
RFD-004506,ORD-0059981,2026-03-23,2026-02-22,T-01,STEAM,P-030369,partial_goodwill,1.1971,0.2993,0.8978
RFD-004507,ORD-0059991,2026-03-02,2026-02-22,T-01,PSN,P-029524,partial_goodwill,8.89,2.667,6.223
RFD-004508,ORD-0059999,2026-03-16,2026-02-23,T-05,PSN,P-010339,platform_policy,4.9827,1.4948,3.4879
RFD-004509,ORD-0060000,2026-04-04,2026-02-23,T-01,PSN,P-006396,price_adjustment,23.794,7.1382,16.6558
RFD-004510,ORD-0060006,2026-02-25,2026-02-23,T-02,NSW,P-032033,accidental_purchase,32.3615,9.7085,22.6531
RFD-004511,ORD-0060039,2026-03-24,2026-02-23,T-05,XBOX,P-007154,price_adjustment,13.2301,3.969,9.261
RFD-004512,ORD-0060050,2026-02-26,2026-02-23,T-01,PSN,P-019775,price_adjustment,1.5695,0.4708,1.0986
RFD-004513,ORD-0060053,2026-03-28,2026-02-23,T-03,PSN,P-007636,player_request,15.0291,4.5087,10.5204
RFD-004514,ORD-0060078,2026-03-12,2026-02-23,T-01,PSN,P-017803,partial_goodwill,47.588,14.2764,33.3116
RFD-004515,ORD-0060088,2026-05-05,2026-02-23,T-01,NSW,P-009598,accidental_purchase,45.655,13.6965,31.9585
RFD-004516,ORD-0060091,2026-03-03,2026-02-23,T-05,STEAM,P-005920,price_adjustment,4.6478,1.162,3.4859
RFD-004517,ORD-0060094,2026-02-25,2026-02-23,T-01,STEAM,P-019967,platform_policy,4.7487,1.1872,3.5616
RFD-004518,ORD-0060095,2026-04-12,2026-02-23,T-05,XBOX,P-013433,accidental_purchase,4.9827,1.4948,3.4879
RFD-004519,ORD-0060134,2026-04-04,2026-02-23,T-04,STEAM,P-034492,price_adjustment,3.1706,0.7926,2.3779
RFD-004520,ORD-0060135,2026-03-24,2026-02-23,T-05,STEAM,P-044770,price_adjustment,2.5166,0.6291,1.8874
RFD-004521,ORD-0060136,2026-04-04,2026-02-23,T-01,XBOX,P-014399,partial_goodwill,15.0667,4.52,10.5467
RFD-004522,ORD-0060138,2026-03-16,2026-02-23,T-01,PSN,P-040666,player_request,50.727,15.2181,35.5089
RFD-004523,ORD-0060140,2026-05-05,2026-02-23,T-01,STEAM,P-005288,player_request,68.485,17.1212,51.3637
RFD-004524,ORD-0060141,2026-02-26,2026-02-23,T-01,STEAM,P-029836,partial_goodwill,12.6843,3.1711,9.5132
RFD-004525,ORD-0060161,2026-05-06,2026-02-24,T-05,XBOX,P-019128,player_request,50.0113,15.0034,35.0079
RFD-004526,ORD-0060175,2026-03-25,2026-02-24,T-01,STEAM,P-023698,partial_goodwill,16.7215,4.1804,12.5411
RFD-004527,ORD-0060182,2026-05-06,2026-02-24,T-05,PSN,P-002608,accidental_purchase,44.8532,13.456,31.3973
RFD-004528,ORD-0060204,2026-03-17,2026-02-24,T-05,PSN,P-006865,platform_policy,39.8751,11.9625,27.9126
RFD-004529,ORD-0060209,2026-03-01,2026-02-24,T-02,XBOX,P-032431,accidental_purchase,24.5422,7.3627,17.1796
RFD-004530,ORD-0060233,2026-05-06,2026-02-24,T-05,STEAM,P-025633,platform_policy,39.99,9.9975,29.9925
RFD-004531,ORD-0060237,2026-04-05,2026-02-24,T-01,XBOX,P-016867,price_adjustment,22.8226,6.8468,15.9758
RFD-004532,ORD-0060248,2026-02-28,2026-02-25,T-05,STEAM,P-041435,partial_goodwill,1.6517,0.4129,1.2388
RFD-004533,ORD-0060276,2026-03-14,2026-02-25,T-05,STEAM,P-043894,price_adjustment,2.5028,0.6257,1.8771
RFD-004534,ORD-0060291,2026-03-11,2026-02-25,T-01,STEAM,P-001014,platform_policy,10.0402,2.5101,7.5302
RFD-004535,ORD-0060305,2026-02-28,2026-02-25,T-03,STEAM,P-034696,partial_goodwill,1.5703,0.3926,1.1777
RFD-004536,ORD-0060322,2026-03-05,2026-02-25,T-05,NSW,P-010024,price_adjustment,11.9622,3.5887,8.3735
RFD-004537,ORD-0060324,2026-03-06,2026-02-25,T-04,STEAM,P-029152,player_request,10.6193,2.6548,7.9645
RFD-004538,ORD-0060331,2026-03-30,2026-02-25,T-05,EPIC,P-023749,platform_policy,14.0657,1.6879,12.3779
RFD-004539,ORD-0060333,2026-03-30,2026-02-25,T-02,XBOX,P-002159,platform_policy,47.8887,14.3666,33.5221
RFD-004540,ORD-0060343,2026-04-06,2026-02-25,T-02,EPIC,P-007090,partial_goodwill,8.1773,0.9813,7.196
RFD-004541,ORD-0060348,2026-03-26,2026-02-25,T-04,PSN,P-011076,partial_goodwill,9.4174,2.8252,6.5922
RFD-004542,ORD-0060350,2026-03-05,2026-02-25,T-05,STEAM,P-038825,price_adjustment,13.7025,3.4256,10.2769
RFD-004543,ORD-0060351,2026-04-06,2026-02-25,T-01,PSN,P-040605,price_adjustment,8.9069,2.6721,6.2348
RFD-004544,ORD-0060373,2026-02-27,2026-02-25,T-02,PSN,P-033298,player_request,9.8999,2.97,6.9299
RFD-004545,ORD-0060384,2026-03-14,2026-02-25,T-01,STEAM,P-027370,price_adjustment,22.7301,5.6825,17.0476
RFD-004546,ORD-0060392,2026-03-14,2026-02-25,T-05,EPIC,P-010775,price_adjustment,12.5439,1.5053,11.0387
RFD-004547,ORD-0060410,2026-02-28,2026-02-25,T-03,STEAM,P-041256,price_adjustment,3.7695,0.9424,2.8271
RFD-004548,ORD-0060414,2026-03-05,2026-02-25,T-04,PSN,P-025768,price_adjustment,13.3451,4.0035,9.3416
RFD-004549,ORD-0060415,2026-03-14,2026-02-25,T-01,STEAM,P-026636,price_adjustment,5.0766,1.2692,3.8075
RFD-004550,ORD-0060419,2026-02-28,2026-02-25,T-04,STEAM,P-022887,price_adjustment,2.5231,0.6308,1.8923
RFD-004551,ORD-0060420,2026-03-14,2026-02-25,T-04,STEAM,P-007750,partial_goodwill,10.1127,2.5282,7.5845
RFD-004552,ORD-0060421,2026-04-06,2026-02-25,T-04,STEAM,P-002296,price_adjustment,20.2152,5.0538,15.1614
RFD-004553,ORD-0060447,2026-03-15,2026-02-26,T-01,STEAM,P-014385,partial_goodwill,22.5914,5.6479,16.9436
RFD-004554,ORD-0060482,2026-03-01,2026-02-26,T-02,PSN,P-028540,price_adjustment,2.7544,0.8263,1.9281
RFD-004555,ORD-0060514,2026-02-28,2026-02-26,T-02,XBOX,P-011093,platform_policy,33.3517,10.0055,23.3462
RFD-004556,ORD-0060527,2026-03-06,2026-02-26,T-01,STEAM,P-015612,partial_goodwill,11.354,2.8385,8.5155
RFD-004557,ORD-0060529,2026-03-15,2026-02-26,T-04,PSN,P-041689,price_adjustment,35.2814,10.5844,24.697
RFD-004558,ORD-0060583,2026-04-01,2026-02-27,T-04,XBOX,P-042127,player_request,27.9696,8.3909,19.5787
RFD-004559,ORD-0060607,2026-03-02,2026-02-27,T-04,XBOX,P-005738,partial_goodwill,7.5334,2.26,5.2733
RFD-004560,ORD-0060609,2026-03-28,2026-02-27,T-01,XBOX,P-041239,price_adjustment,3.3381,1.0014,2.3367
RFD-004561,ORD-0060611,2026-03-16,2026-02-27,T-01,PSN,P-017729,price_adjustment,3.3381,1.0014,2.3367
RFD-004562,ORD-0060620,2026-03-13,2026-02-27,T-01,STEAM,P-038888,accidental_purchase,45.3911,11.3478,34.0433
RFD-004563,ORD-0060628,2026-03-28,2026-02-27,T-04,STEAM,P-025763,partial_goodwill,2.3275,0.5819,1.7456
RFD-004564,ORD-0060639,2026-03-13,2026-02-27,T-01,EPIC,P-026657,accidental_purchase,50.6157,6.0739,44.5418
RFD-004565,ORD-0060655,2026-03-28,2026-02-27,T-05,XBOX,P-035961,partial_goodwill,4.996,1.4988,3.4972
RFD-004566,ORD-0060682,2026-03-07,2026-02-27,T-05,STEAM,P-029547,price_adjustment,2.5004,0.6251,1.8753
RFD-004567,ORD-0060693,2026-03-16,2026-02-27,T-05,STEAM,P-013232,price_adjustment,13.1923,3.2981,9.8942
RFD-004568,ORD-0060701,2026-03-13,2026-02-27,T-01,PSN,P-000860,platform_policy,68.3347,20.5004,47.8343
RFD-004569,ORD-0060705,2026-04-01,2026-02-27,T-01,STEAM,P-000743,player_request,50.6157,12.6539,37.9617
